Player,Position,Minutes Played,Key Passes per 90,Progressive Carries per 90,Progressive Passes per 90,Goals per 90,Assists per 90,CDR,Comp,Age,Ranking (2024),Power Coefficient,RScore
Aimar Oroz,MF,2339.0,1.0,2.000855066267636,3.963232150491663,0.08,0.04,1.41281744335186,Spain,21,3,0.8173900000000001,3.2226788381787093
Nicolas Höfler,MF,2330.0,0.3474903474903475,0.5407725321888412,3.630901287553648,0.04,0.04,0.9198328334465674,Germany,33,4,0.78425,4.093953841740269
Rayan Aït-Nouri,"DF,MF",2329.0,0.9652509652509652,2.5890940317732936,3.8256762559038218,0.08,0.04,1.4960042505856164,England,22,1,0.99232,3.420482762880651
Jens Stage,MF,2327.0,0.9652509652509652,0.9282337773957886,3.287494628276751,0.12,0.04,1.060195874184701,Germany,26,4,0.78425,3.485189818220056
Isco,MF,2326.0,3.13953488372093,3.869303525365434,8.357695614789337,0.31,0.19,3.1613068047751405,Spain,31,3,0.8173900000000001,5.359196923103841
Vincenzo Grifo,"MF,FW",2325.0,2.1705426356589146,2.0903225806451613,4.451612903225807,0.31,0.31,1.866495623905977,Germany,30,4,0.78425,4.409284655538885
Anton Stach,MF,2321.0,0.7364341085271318,1.900043084877208,5.545023696682465,0.08,0.12,1.680300178017361,Germany,24,4,0.78425,3.6882576157112847
Anton Stach,MF,2321.0,0.7364341085271318,1.900043084877208,5.545023696682465,0.08,0.12,1.680300178017361,Germany,24,4,0.78425,3.6882576157112847
Marco Brescianini,MF,2321.0,0.8527131782945736,1.7837139164153384,2.7143472641102973,0.16,0.08,1.110154871764042,Italy,23,2,0.87481,3.2403031666466275
Jude Bellingham,MF,2315.0,1.867704280155642,3.304535637149028,7.619870410367171,0.74,0.23,2.701422065534368,Spain,20,3,0.8173900000000001,3.9602718425973396
Vitinho,"DF,MF",2314.0,0.4280155642023346,2.294727744165946,2.566983578219533,0.0,0.08,1.081945377317563,England,24,1,0.99232,3.3513444952564164
Becir Omeragic,"DF,MF",2312.0,0.3891050583657587,0.8174740484429065,2.7638408304498268,0.0,0.0,0.7940839874516985,France,21,5,0.6495000000000001,2.778529591843604
Luis Alberto,MF,2311.0,2.490272373540856,3.232366940718304,8.256166161834704,0.19,0.27,2.895761095218773,Italy,30,2,0.87481,5.100947211892203
Habib Diarra,"MF,FW",2305.0,0.8203125,2.303687635574837,4.1778741865509765,0.12,0.04,1.4843748644251629,France,19,5,0.6495000000000001,3.027218661876356
Lucas Höler,"FW,MF",2305.0,1.25,0.9370932754880694,1.913232104121475,0.27,0.08,0.871065075921909,Germany,29,4,0.78425,3.6622547993492414
Samu Costa,MF,2303.0,0.46875,0.6252713851498046,3.634389926183239,0.04,0.04,0.9616822622666088,Spain,22,3,0.8173900000000001,3.029440970473296
Omar Marmoush,"FW,MF",2301.0,1.5625,3.441981747066493,2.346805736636245,0.47,0.23,1.5862574967405476,Germany,24,4,0.78425,3.6271298728813566
Florian Grillitsch,"DF,MF",2295.0,0.7450980392156863,1.2549019607843137,5.96078431372549,0.04,0.24,1.668156862745098,Germany,27,4,0.78425,3.980364460784314
Boubakary Soumaré,MF,2286.0,0.3149606299212598,1.141732283464567,4.015748031496063,0.0,0.04,1.1064881889763778,Spain,24,3,0.8173900000000001,3.323564822834646
Abdoulaye Touré,MF,2284.0,0.4724409448818898,0.8669001751313485,5.831873905429072,0.08,0.0,1.4422430050884625,France,29,5,0.6495000000000001,3.999832953307501
Lennard Maloney,MF,2284.0,0.3149606299212598,0.1182136602451839,2.4430823117338005,0.04,0.04,0.5912513203800489,Germany,23,4,0.78425,2.880375858247032
Robin Gosens,"DF,MF",2283.0,1.299212598425197,0.8278580814717477,3.823915900131406,0.24,0.12,1.2501973160056703,Germany,29,4,0.78425,3.9086907554036863
Ashley Young,"DF,MF",2280.0,0.8300395256916996,1.5789473684210529,3.236842105263158,0.0,0.0,1.129165799875182,England,38,1,0.99232,4.782037769918869
Giacomo Bonaventura,MF,2277.0,1.6205533596837944,2.3715415019762847,5.533596837944664,0.32,0.12,1.9731383399209488,Italy,33,2,0.87481,4.801242420948617
Vincent Sierro,MF,2261.0,1.2749003984063745,0.6766917293233082,5.373728438743918,0.24,0.08,1.5130641132947205,France,27,5,0.6495000000000001,3.8458666736415683
Johan Gastien,MF,2260.0,1.2749003984063745,0.8362831858407079,6.690265486725664,0.0,0.0,1.760289814194549,France,35,5,0.6495000000000001,4.806563379226457
Lamine Camara,MF,2255.0,1.6334661354581672,0.917960088691796,3.8713968957871394,0.04,0.16,1.3365646239874205,France,19,5,0.6495000000000001,2.9311420055918234
Josh Brownhill,MF,2252.0,1.36,0.7593250444049734,3.596802841918295,0.16,0.08,1.1832255772646538,England,27,1,0.99232,3.7171766252220255
Ritsu Doan,"DF,MF",2246.0,1.24,1.9634906500445235,3.1255565449688336,0.28,0.08,1.3178094390026716,Germany,25,4,0.78425,3.5526386353517365
Julien Ponceau,MF,2244.0,1.4056224899598395,4.251336898395722,6.176470588235294,0.12,0.08,2.402685995318171,France,22,5,0.6495000000000001,3.9241208969568113
Leon Goretzka,MF,2241.0,1.285140562248996,2.6506024096385543,7.068273092369478,0.24,0.28,2.308803212851406,Germany,28,4,0.78425,4.496784588353414
Enzo Millot,"MF,FW",2241.0,1.3253012048192772,1.847389558232932,5.100401606425703,0.2,0.16,1.7226184738955823,Germany,21,4,0.78425,3.4157645080321286
Michel Aebischer,MF,2230.0,0.6854838709677419,1.0493273542600896,5.044843049327354,0.0,0.04,1.3679308549110374,Italy,26,2,0.87481,3.7078575556921747
Julian Brandt,"MF,FW",2223.0,3.238866396761133,2.995951417004049,4.696356275303644,0.28,0.45,2.349234817813765,Germany,27,4,0.78425,4.423065131578948
Erhan Mašović,"DF,MF",2219.0,0.1619433198380566,0.6083821541234791,1.9062640829202344,0.0,0.0,0.5353179113763541,Germany,24,4,0.78425,2.9440191423946307
Jack Harrison,"MF,FW",2214.0,1.1382113821138211,2.6422764227642275,2.520325203252032,0.12,0.12,1.3081626016260164,England,26,1,0.99232,3.698385691056911
Luca Mazzitelli,MF,2210.0,0.5284552845528455,0.7330316742081447,6.800904977375565,0.2,0.0,1.6324783872273112,Italy,27,2,0.87481,3.9798134516977526
Enzo Fernández,MF,2209.0,1.3061224489795915,2.118605703938434,8.555907650520597,0.12,0.08,2.432127160687725,England,22,1,0.99232,4.028962654447021
Mathias Jensen,MF,2204.0,1.673469387755102,0.7758620689655173,5.0226860254083485,0.12,0.12,1.5424034964257936,England,27,1,0.99232,3.950642272676766
Jonas Hofmann,MF,2204.0,3.183673469387755,2.5725952813067154,4.85934664246824,0.2,0.29,2.230123078632542,Germany,31,4,0.78425,4.745642501111153
Andrej Kramarić,"MF,FW",2199.0,3.19672131147541,2.9058663028649385,4.870395634379263,0.61,0.25,2.3305966497439226,Germany,32,4,0.78425,4.91095032233355
Florian Kainz,"MF,FW",2197.0,2.172131147540984,1.6385980883022302,5.079654073736914,0.2,0.16,1.8460766619160256,Germany,30,4,0.78425,4.396012330245417
Alex Iwobi,"FW,MF",2192.0,2.0081967213114758,4.47536496350365,6.035583941605839,0.21,0.08,2.548829125284193,England,27,1,0.99232,4.604818931434726
Alex Iwobi,"FW,MF",2192.0,2.0081967213114758,4.47536496350365,6.035583941605839,0.21,0.08,2.548829125284193,England,27,1,0.99232,4.604818931434726
Dominik Kohr,"DF,MF",2184.0,0.6172839506172839,0.782967032967033,4.079670329670329,0.04,0.0,1.0999842626509293,Germany,29,4,0.78425,3.8110522707231045
Jordan Veretout,MF,2183.0,1.9753086419753083,2.185066422354558,7.998167659184608,0.04,0.08,2.459708544702895,France,30,5,0.6495000000000001,4.7611855540568815
Dilane Bakwa,"FW,MF",2177.0,2.024793388429752,3.8860817638952687,3.8033991731740926,0.12,0.25,2.0298548650998227,France,20,5,0.6495000000000001,3.481780662314885
Joshua Kimmich,"MF,DF",2176.0,2.975206611570248,2.3161764705882355,9.471507352941178,0.04,0.25,3.0315780870199327,Germany,28,4,0.78425,4.966588256562956
Moussa Diaby,"FW,MF",2174.0,1.9421487603305785,3.891444342226311,2.980680772769089,0.25,0.33,1.886854775065196,England,24,1,0.99232,3.8745356037923777
Marshall Munetsi,MF,2173.0,0.4979253112033194,0.786930510814542,2.774965485503912,0.17,0.12,0.8649642615043547,France,27,5,0.6495000000000001,3.424601769977831
Ellyes Skhiri,MF,2168.0,0.7883817427385892,0.4151291512915129,4.5664206642066425,0.08,0.08,1.185986311647349,Germany,28,4,0.78425,3.7669536025707773
Sergi Darder,MF,2157.0,2.125,2.336578581363004,5.507649513212796,0.08,0.21,2.06484561891516,Spain,29,3,0.8173900000000001,4.446497152294855
Mikel Oyarzabal,"FW,MF",2156.0,0.875,1.12708719851577,1.6280148423005565,0.38,0.13,0.8030204081632655,Spain,26,3,0.8173900000000001,3.326310765306123
Takefusa Kubo,"FW,MF",2150.0,2.4267782426778246,5.693023255813953,3.725581395348837,0.29,0.17,2.449076578768123,Spain,22,3,0.8173900000000001,3.99624727619928
Aleksandr Golovin,"MF,FW",2147.0,2.092050209205021,2.095947834187238,7.2100605496040995,0.25,0.25,2.379611718599272,France,27,5,0.6495000000000001,4.409122617089527
Adrien Tameze,"DF,MF",2146.0,0.7983193277310924,0.9226467847157502,3.7744641192917054,0.0,0.08,1.1230860463477097,Italy,29,2,0.87481,3.8487084301260115
Grischa Prömel,MF,2139.0,0.8823529411764706,1.472650771388499,4.0392706872370265,0.17,0.21,1.3588548799603992,Germany,28,4,0.78425,3.8793181719742598
Marvin Senaya,"DF,MF",2138.0,0.8823529411764706,2.020579981290926,3.1150608044901777,0.04,0.04,1.219598745391515,France,22,5,0.6495000000000001,3.1551141845044848
Denis Zakaria,"MF,DF",2137.0,0.4641350210970464,1.1371080954609265,4.506317267197005,0.17,0.0,1.2385120767509956,France,26,5,0.6495000000000001,3.567407849888147
Rocco Reitz,MF,2136.0,0.8438818565400844,1.7275280898876404,4.634831460674157,0.25,0.13,1.5052482814203765,Germany,21,4,0.78425,3.2744738829232447
James Maddison,MF,2135.0,2.827004219409283,2.4449648711943794,9.442622950819672,0.17,0.38,3.073918408284667,England,26,1,0.99232,4.846126965385034
Antonio Sanabria,"FW,MF",2133.0,0.6329113924050633,0.8016877637130801,2.4050632911392404,0.21,0.0,0.7889324894514769,Italy,27,2,0.87481,3.43150861814346
Vitinha,"FW,MF",2126.0,0.625,1.735653809971778,7.704609595484477,0.3,0.17,2.094052681091251,Italy,23,2,0.87481,3.8798367427093137
Vitinha,"FW,MF",2126.0,0.625,1.735653809971778,7.704609595484477,0.3,0.17,2.094052681091251,France,23,5,0.6495000000000001,3.8235092427093136
Vitinha,"FW,MF",2126.0,0.625,1.735653809971778,7.704609595484477,0.3,0.17,2.094052681091251,France,23,5,0.6495000000000001,3.8235092427093136
Toni Kroos,MF,2124.0,2.6271186440677963,1.3559322033898304,12.28813559322034,0.04,0.34,3.3602372881355933,Spain,33,3,0.8173900000000001,5.688501737288136
Billy Gilmour,MF,2120.0,0.9322033898305084,1.6556603773584904,8.193396226415095,0.0,0.04,2.168251998720818,England,22,1,0.99232,3.857443799168532
Hwang Hee-chan,"FW,MF",2119.0,0.723404255319149,1.5714959886739028,1.5714959886739028,0.51,0.13,0.863279246533391,England,27,1,0.99232,3.509211510246704
Takumi Minamino,MF,2117.0,1.446808510638298,2.040623523854511,4.123760037789324,0.38,0.26,1.6382384144564268,France,28,5,0.6495000000000001,4.027229969396678
Luis Milla,MF,2115.0,1.2340425531914894,1.319148936170213,5.148936170212766,0.0,0.04,1.5524255319148934,Spain,28,3,0.8173900000000001,4.013424095744681
Lee Jae-sung,"MF,FW",2113.0,1.3617021276595744,1.0648367250354946,3.492664458116422,0.26,0.13,1.2488406621622985,Germany,30,4,0.78425,4.007808930405494
Teddy Teuma,MF,2113.0,1.7872340425531914,1.2352106010411736,6.687174633222906,0.26,0.13,2.0069238553634543,France,29,5,0.6495000000000001,4.366875505986245
Ansgar Knauff,"MF,DF",2109.0,0.7692307692307693,3.2859174964438123,2.4324324324324325,0.3,0.09,1.3545161396214027,Germany,21,4,0.78425,3.176497990753912
Khéphren Thuram,MF,2108.0,1.324786324786325,2.860531309297913,4.44022770398482,0.04,0.04,1.7411090676138117,France,22,5,0.6495000000000001,3.4940958939489777
Unai López,MF,2108.0,1.324786324786325,1.366223908918406,4.952561669829223,0.04,0.09,1.5597143807067906,Spain,27,3,0.8173900000000001,3.918161847459414
Pontus Almqvist,"FW,MF",2107.0,1.153846153846154,3.0754627432368298,1.36687233032748,0.09,0.04,1.140236245482093,Italy,24,2,0.87481,3.3598560595633606
Yangel Herrera,MF,2107.0,0.7692307692307693,1.324157570004746,3.929757949691505,0.21,0.0,1.2256292577854038,Spain,25,3,0.8173900000000001,3.5010065175605125
Lovro Majer,"MF,FW",2106.0,1.623931623931624,2.606837606837607,5.2991452991453,0.21,0.21,1.989982905982906,France,25,5,0.6495000000000001,3.9558638888888886
Lovro Majer,"MF,FW",2106.0,1.623931623931624,2.606837606837607,5.2991452991453,0.21,0.21,1.989982905982906,Germany,25,4,0.78425,3.9895513888888887
Dominik Szoboszlai,MF,2104.0,2.393162393162393,3.208174904942966,6.501901140684411,0.13,0.09,2.460647687757954,England,22,1,0.99232,4.04750099704267
Loum Tchaouna,"FW,MF",2100.0,0.944206008583691,3.085714285714286,2.528571428571429,0.17,0.13,1.367698344573881,Italy,19,2,0.87481,3.0077064239730227
Wilson Odobert,"MF,FW",2098.0,1.330472103004292,4.375595805529075,2.488083889418494,0.13,0.09,1.6788303595903722,England,18,1,0.99232,3.139319733733742
Ivan Ilić,MF,2098.0,2.017167381974249,2.102001906577693,5.919923736892279,0.13,0.09,2.047818605088844,Italy,22,2,0.87481,3.7497845933077487
Chris Richards,"DF,MF",2094.0,0.2575107296137339,0.0429799426934097,1.848137535816619,0.04,0.04,0.4457256416247525,England,23,1,0.99232,2.8378016670560893
Tomáš Suslov,"MF,FW",2092.0,1.206896551724138,1.9789674952198848,2.7533460803059278,0.13,0.22,1.26684202544999,Italy,21,2,0.87481,3.1421498165424935
Amadou Onana,MF,2091.0,0.7758620689655172,0.9038737446197992,4.60545193687231,0.09,0.0,1.2660375500915253,England,21,1,0.99232,3.171004407559492
Iñigo Ruiz de Galarreta,MF,2091.0,1.120689655172414,1.1190817790530847,6.327116212338594,0.04,0.04,1.7293775293128189,Spain,29,3,0.8173900000000001,4.228442894053332
Daler Kuzyaev,MF,2090.0,1.25,0.9904306220095694,5.124401913875598,0.09,0.09,1.5089665071770333,France,30,5,0.6495000000000001,4.143203229665072
Deniz Undav,"FW,MF",2089.0,1.6810344827586208,1.938726663475347,5.169937769267592,0.78,0.43,1.964939783100312,Germany,27,4,0.78425,4.173273359015203
Florent Mollet,"MF,FW",2083.0,1.6450216450216448,1.1665866538646184,4.147863658185309,0.17,0.17,1.4598943914143143,France,31,5,0.6495000000000001,4.211306354419304
Lassana Coulibaly,MF,2082.0,0.4761904761904761,1.2536023054755043,3.804034582132565,0.0,0.04,1.118765472759709,Italy,27,2,0.87481,3.645900057293811
Samuel Lino,"DF,MF",2080.0,1.4718614718614718,5.668269230769231,3.6346153846153846,0.17,0.22,2.2379492174492173,Spain,23,3,0.8173900000000001,3.9590144913419913
Rodrigo De Paul,MF,2075.0,1.6883116883116882,3.1662650602409634,8.76144578313253,0.13,0.22,2.802204506337036,Spain,29,3,0.8173900000000001,4.925780429119074
Pape Matar Sarr,MF,2069.0,0.8695652173913043,1.8704688255195747,6.524891251812471,0.13,0.13,1.90498505894467,England,20,1,0.99232,3.486320288314036
Mario Götze,MF,2068.0,1.5217391304347827,0.9574468085106383,5.0048355899419725,0.13,0.09,1.5368043057774785,Germany,31,4,0.78425,4.294985298755361
Yves Bissouma,MF,2068.0,0.4782608695652174,1.8713733075435204,7.354932301740813,0.0,0.0,1.94091329576991,England,26,1,0.99232,4.109673642250442
Leon Bailey,"MF,FW",2068.0,2.260869565217391,4.439071566731141,3.5686653771760155,0.44,0.39,2.21472130182491,England,25,1,0.99232,4.187648846186192
Ruben Loftus-Cheek,MF,2068.0,1.0869565217391304,3.1769825918762087,3.220502901353965,0.26,0.04,1.5348884029938612,Italy,27,2,0.87481,3.91637996194601
Amine Gouiri,"FW,MF",2067.0,0.9130434782608696,2.568940493468796,3.570391872278665,0.3,0.13,1.479475168801666,France,23,5,0.6495000000000001,3.4240338597210833
Josh Cullen,MF,2057.0,1.1353711790393013,0.9625668449197862,5.381623723869714,0.09,0.13,1.5439123495657603,England,27,1,0.99232,3.951623027217744
Eberechi Eze,"MF,FW",2055.0,2.3684210526315788,2.9781021897810223,4.072992700729928,0.48,0.18,1.9859031886285057,England,25,1,0.99232,4.038917072608529
Viktor Tsyhankov,"MF,FW",2052.0,1.4912280701754386,2.850877192982456,3.903508771929825,0.35,0.31,1.7771228070175438,Spain,25,3,0.8173900000000001,3.8594773245614036
Mario Pašalić,MF,2051.0,1.3596491228070176,2.106289614822038,5.660653339834227,0.26,0.26,1.9293184154926568,Italy,28,2,0.87481,4.272759470070227
Dany Mota,"FW,MF",2049.0,1.4912280701754386,4.919472913616398,2.5036603221083458,0.18,0.13,1.8398722611800364,Italy,25,2,0.87481,3.9146194697670236
Francisco Perez,"MF,FW",2049.0,0.8333333333333333,2.5915080527086385,1.800878477306003,0.04,0.18,1.103143972669595,Spain,20,3,0.8173900000000001,2.9213910822352367
Dejan Ljubicic,"MF,FW",2048.0,1.2280701754385963,1.8017578125,3.69140625,0.0,0.09,1.3712468475877193,Germany,25,4,0.78425,3.587372950932018
Sergio Arribas,"MF,FW",2047.0,1.8502202643171808,2.4621397166585246,3.561309233023937,0.4,0.18,1.6687338427999283,Spain,21,3,0.8173900000000001,3.3890244978199537
João Pedro,"FW,MF",2045.0,1.629955947136564,3.6528117359413206,4.048899755501223,0.4,0.13,1.9453334877158217,England,21,1,0.99232,3.612546767015284
Thomas Delaine,"DF,MF",2044.0,1.145374449339207,2.773972602739726,2.2896281800391387,0.04,0.04,1.2577950464236145,France,31,5,0.6495000000000001,4.07994178017535
Jordan Ferri,MF,2031.0,1.238938053097345,1.6395864106351552,7.666174298375185,0.04,0.04,2.124939752421537,France,31,5,0.6495000000000001,4.6435858390739995
Charles De Ketelaere,"FW,MF",2026.0,2.1777777777777776,3.909180651530108,5.597235932872655,0.44,0.36,2.488838872436109,Italy,22,2,0.87481,4.036447767083471
Daniel Boloca,MF,2022.0,0.6222222222222222,1.2017804154302671,4.851632047477745,0.04,0.0,1.3391269370260468,Italy,24,2,0.87481,3.489135009066931
Mahdi Camara,MF,2020.0,1.4285714285714286,1.6485148514851486,3.608910891089109,0.31,0.13,1.4071994342291372,France,25,5,0.6495000000000001,3.577054632248939
Ridle Baku,"DF,MF",2013.0,1.2946428571428572,1.65424739195231,3.8002980625931446,0.04,0.0,1.3538376623376625,Germany,25,4,0.78425,3.5760569805194806
Pablo Rosario,"MF,DF",2009.0,0.7623318385650224,0.8959681433549029,4.166251866600298,0.0,0.0,1.1649103697040448,France,26,5,0.6495000000000001,3.519566740307629
Moi Gómez,"MF,FW",2006.0,1.0762331838565022,1.6151545363908275,5.697906281156531,0.13,0.0,1.690858800280772,Spain,29,3,0.8173900000000001,4.203405720182502
Jan Schöppner,MF,1998.0,0.5855855855855856,0.7207207207207208,3.2432432432432434,0.09,0.09,0.94590990990991,Germany,24,4,0.78425,3.2109039414414418
Chiedozie Ogbene,"MF,DF",1995.0,1.1261261261261262,5.7293233082706765,2.3909774436090223,0.18,0.05,1.8822853756011648,England,26,1,0.99232,4.071565494140757
Valentino Lazaro,"DF,MF",1994.0,1.5315315315315317,2.3921765295887663,4.242728184553661,0.0,0.18,1.687287249134792,Italy,27,2,0.87481,4.015439211937615
Ryan Yates,MF,1992.0,0.3167420814479638,0.8132530120481928,3.298192771084337,0.05,0.05,0.9056375729160988,England,25,1,0.99232,3.3367444223954643
Sandi Lovrić,MF,1987.0,1.9457013574660635,2.3553095118268743,3.6235530951182686,0.05,0.14,1.6319127928822412,Italy,25,2,0.87481,3.7794458153734567
Aurélien Tchouaméni,"MF,DF",1987.0,0.4977375565610859,1.268243583291394,5.027679919476598,0.14,0.05,1.3877322118658155,Spain,23,3,0.8173900000000001,3.4063734377127806
Takuma Asano,"FW,MF",1986.0,0.9502262443438914,2.5377643504531724,1.4501510574018126,0.27,0.05,1.0296283304397753,Germany,28,4,0.78425,3.6653209147858545
Arthur Melo,MF,1986.0,1.5384615384615383,0.9516616314199396,6.027190332326284,0.09,0.14,1.7544627004415525,Italy,26,2,0.87481,3.959103255287009
Elvis Rexhbeçaj,MF,1985.0,0.588235294117647,0.6801007556675063,4.125944584382872,0.09,0.0,1.087856126833605,Germany,25,4,0.78425,3.4031689824418434
Tahith Chong,"MF,FW",1982.0,0.4545454545454545,2.5882946518668013,3.2694248234106964,0.18,0.0,1.2804529859645906,England,23,1,0.99232,3.3803744408769845
